L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
1.022291,1.211985,1.220632,1.183186,0.713259,0.857963,0.867949,0.827863,0.56038,0.524285,0.563305,0.61111,0.48052,0.505954,0.472195,0.428517,0.072323,0.053485,0.058412,0.049042,0.165094,0.066063,0.053252,0.045308
1.019221,1.208933,1.217568,1.18008,0.713786,0.856194,0.865897,0.825552,0.560339,0.524258,0.56329,0.611114,0.479983,0.50564,0.471907,0.428374,0.072353,0.053348,0.058277,0.049017,0.168761,0.066747,0.053608,0.04627
1.016153,1.205879,1.214502,1.176974,0.71451,0.854502,0.863919,0.823312,0.560299,0.524237,0.563278,0.611121,0.479436,0.505313,0.471601,0.428224,0.072385,0.053214,0.058143,0.048989,0.172545,0.067512,0.054044,0.047359
1.013087,1.202824,1.211434,1.173867,0.715433,0.852893,0.862018,0.821148,0.560262,0.52422,0.56327,0.611132,0.478883,0.504973,0.471281,0.428065,0.07242,0.053083,0.05801,0.04896,0.17644,0.068359,0.054566,0.048579
1.010023,1.199768,1.208366,1.17076,0.716556,0.851372,0.860198,0.819067,0.560225,0.524209,0.563266,0.611146,0.478326,0.504623,0.470948,0.427901,0.072459,0.052956,0.057877,0.048929,0.18044,0.069293,0.055178,0.049935
1.006963,1.196711,1.205297,1.167653,0.717878,0.849946,0.858465,0.817078,0.560188,0.524201,0.563265,0.611162,0.477767,0.504262,0.470604,0.427731,0.072504,0.052831,0.057745,0.048896,0.184535,0.070316,0.055884,0.051428
1.003905,1.193654,1.202228,1.164545,0.719396,0.848624,0.856821,0.815191,0.560153,0.524198,0.563267,0.611179,0.47721,0.503892,0.470252,0.427558,0.072555,0.05271,0.057613,0.048861,0.188714,0.071431,0.056685,0.053059
1.000849,1.190597,1.199159,1.161438,0.721104,0.847416,0.855276,0.813417,0.560118,0.524198,0.563273,0.611198,0.47666,0.503513,0.469895,0.427382,0.072612,0.052593,0.057482,0.048825,0.192961,0.072639,0.057583,0.054826
0.997795,1.18754,1.196089,1.15833,0.722993,0.846335,0.853838,0.81177,0.560085,0.524201,0.56328,0.611218,0.47612,0.503127,0.469533,0.427205,0.072677,0.052478,0.057352,0.048788,0.19726,0.07394,0.058579,0.056726
0.994742,1.184483,1.19302,1.155222,0.725053,0.845395,0.85252,0.810264,0.560055,0.524206,0.563291,0.611238,0.475596,0.502733,0.469167,0.427026,0.07275,0.052367,0.057222,0.048751,0.20159,0.075334,0.059671,0.058751
0.991688,1.181426,1.18995,1.152115,0.727272,0.844611,0.851338,0.808919,0.56003,0.524214,0.563303,0.611259,0.475094,0.502333,0.468797,0.426848,0.072832,0.05226,0.057094,0.048712,0.205927,0.076818,0.060859,0.06089
0.988632,1.178368,1.18688,1.149006,0.729634,0.843999,0.850313,0.807756,0.56001,0.524224,0.563317,0.61128,0.47462,0.501928,0.468424,0.426667,0.072922,0.052156,0.056967,0.048672,0.210247,0.078385,0.06214,0.063129
0.985573,1.175308,1.183809,1.145897,0.732124,0.843577,0.849469,0.806799,0.559998,0.524236,0.563334,0.611302,0.47418,0.501518,0.468045,0.426485,0.073021,0.052057,0.056841,0.048631,0.214521,0.080028,0.063508,0.065454
0.982508,1.172248,1.180738,1.142787,0.734725,0.843362,0.848831,0.806075,0.559995,0.524249,0.563352,0.611324,0.473781,0.501107,0.467659,0.426298,0.073127,0.051962,0.056718,0.048588,0.21872,0.081737,0.064959,0.067845
0.979437,1.169186,1.177666,1.139677,0.737421,0.843374,0.84843,0.80561,0.560001,0.524264,0.563372,0.611348,0.473428,0.500695,0.467266,0.426103,0.073241,0.051871,0.056596,0.048544,0.222812,0.083499,0.066486,0.070284
0.976361,1.166122,1.174592,1.136565,0.740195,0.843632,0.848295,0.805434,0.560014,0.524281,0.563394,0.611372,0.473126,0.500285,0.466865,0.425898,0.073361,0.051785,0.056477,0.0485,0.226767,0.0853,0.06808,0.072752
0.973279,1.163057,1.171518,1.133452,0.743032,0.844156,0.848458,0.805575,0.560034,0.5243,0.563418,0.611396,0.472881,0.499878,0.466456,0.425679,0.073487,0.051704,0.056361,0.048454,0.230553,0.087125,0.069732,0.07523
0.970194,1.159989,1.168442,1.130337,0.745921,0.844967,0.84895,0.806061,0.560056,0.52432,0.563444,0.611421,0.472694,0.499477,0.466037,0.42544,0.073617,0.051629,0.056247,0.048407,0.23414,0.088959,0.071431,0.077697
0.967105,1.156919,1.165366,1.127221,0.748851,0.846083,0.849801,0.80692,0.560079,0.524342,0.563472,0.611446,0.472567,0.499083,0.46561,0.425178,0.073751,0.051559,0.056136,0.048359,0.237499,0.090784,0.073167,0.080133
0.964014,1.153847,1.162288,1.124104,0.751816,0.84752,0.851036,0.808173,0.5601,0.524366,0.563503,0.611471,0.472499,0.498698,0.465172,0.424888,0.07389,0.051494,0.056028,0.04831,0.240605,0.092584,0.074926,0.082517
0.96092,1.150772,1.159209,1.120986,0.754812,0.849292,0.852677,0.809839,0.560121,0.524393,0.563537,0.611497,0.472486,0.49832,0.464722,0.424567,0.074032,0.051436,0.055923,0.04826,0.243437,0.094342,0.076693,0.084828
0.957824,1.147696,1.15613,1.117866,0.75784,0.851409,0.854736,0.811929,0.560138,0.524422,0.563574,0.611524,0.472526,0.49795,0.46426,0.424214,0.074178,0.051384,0.05582,0.048209,0.245978,0.096037,0.078453,0.087045
0.954726,1.144618,1.15305,1.114745,0.760904,0.853877,0.85722,0.814448,0.560154,0.524454,0.563614,0.611553,0.472613,0.497586,0.463784,0.423825,0.074329,0.051338,0.055721,0.048156,0.248212,0.097653,0.080185,0.089149
0.951626,1.141539,1.14997,1.111624,0.76401,0.856697,0.86013,0.817394,0.560166,0.524489,0.563659,0.611583,0.472742,0.497226,0.463293,0.4234,0.074484,0.051297,0.055624,0.048102,0.25013,0.099171,0.08187,0.091122
0.948524,1.138459,1.14689,1.108503,0.767167,0.859866,0.863458,0.820757,0.560176,0.524528,0.563707,0.611616,0.472908,0.496865,0.462783,0.422938,0.074644,0.051263,0.055529,0.048047,0.251724,0.100574,0.083487,0.092947
0.94542,1.135378,1.143811,1.105382,0.770384,0.863381,0.867191,0.824525,0.560182,0.52457,0.56376,0.61165,0.473105,0.496499,0.462255,0.422439,0.07481,0.051234,0.055437,0.047991,0.25299,0.101848,0.085016,0.09461
0.942314,1.132298,1.140733,1.102261,0.773673,0.867234,0.871311,0.828679,0.560185,0.524617,0.563817,0.611686,0.473327,0.496122,0.461708,0.421904,0.074982,0.051211,0.055348,0.047934,0.253925,0.102981,0.086438,0.096099
0.939208,1.129218,1.137657,1.099141,0.777041,0.871418,0.875797,0.8332,0.560184,0.524667,0.563879,0.611723,0.47357,0.495729,0.461143,0.421335,0.075161,0.051192,0.055261,0.047877,0.25453,0.103965,0.087734,0.097404
0.936101,1.126139,1.134582,1.096022,0.780499,0.875923,0.880627,0.838066,0.56018,0.524722,0.563944,0.611762,0.473828,0.495315,0.460561,0.420733,0.075348,0.051179,0.055177,0.047819,0.254804,0.104792,0.08889,0.098518
0.932994,1.123062,1.131508,1.092904,0.784054,0.88074,0.885778,0.843258,0.560171,0.52478,0.564014,0.611801,0.474096,0.494875,0.459965,0.420103,0.075543,0.051169,0.055095,0.047762,0.25475,0.10546,0.089893,0.099433
0.92989,1.119985,1.128437,1.089787,0.787712,0.885856,0.891232,0.848756,0.560158,0.524843,0.564088,0.611843,0.474367,0.494406,0.459356,0.419445,0.075745,0.051163,0.055015,0.047704,0.25437,0.105964,0.090737,0.100146
0.926789,1.11691,1.125366,1.086671,0.791479,0.891262,0.896971,0.854542,0.56014,0.524909,0.564165,0.611885,0.474635,0.493909,0.458733,0.418763,0.075957,0.051161,0.054939,0.047646,0.253667,0.106305,0.091417,0.100657
0.923693,1.113835,1.122297,1.083555,0.795359,0.896945,0.902981,0.860601,0.560117,0.524979,0.564246,0.61193,0.474894,0.493384,0.458098,0.418059,0.076177,0.051162,0.054865,0.047589,0.252646,0.106482,0.091931,0.100966
0.920605,1.110761,1.119228,1.080441,0.799356,0.902897,0.909251,0.866916,0.560088,0.525052,0.564331,0.611976,0.475138,0.49283,0.457449,0.417336,0.076408,0.051165,0.054793,0.047532,0.251311,0.106497,0.092282,0.101076
0.917527,1.107687,1.116159,1.077327,0.803476,0.909107,0.915769,0.873475,0.560054,0.525129,0.564418,0.612024,0.475359,0.49225,0.456787,0.416597,0.076649,0.05117,0.054724,0.047475,0.249668,0.106355,0.092474,0.100989
0.914459,1.104612,1.11309,1.074213,0.807723,0.915567,0.922526,0.880266,0.560014,0.525208,0.564509,0.612073,0.475552,0.491644,0.456111,0.415844,0.076902,0.051176,0.054658,0.047418,0.247725,0.10606,0.092512,0.100711
0.911401,1.101537,1.11002,1.0711,0.8121,0.922268,0.929514,0.887276,0.559969,0.52529,0.564603,0.612123,0.475713,0.491015,0.45542,0.415079,0.077168,0.051184,0.054593,0.047363,0.245491,0.105617,0.092403,0.100247
0.908356,1.098459,1.106947,1.067986,0.816611,0.929199,0.936722,0.894494,0.55992,0.525374,0.564698,0.612173,0.475843,0.490365,0.454714,0.414306,0.077448,0.051192,0.054531,0.047307,0.242978,0.105031,0.092152,0.099604
0.905323,1.095379,1.103873,1.064872,0.821257,0.93635,0.944138,0.90191,0.559868,0.525461,0.564796,0.612222,0.475942,0.489695,0.453993,0.413525,0.077744,0.0512,0.054469,0.047252,0.240196,0.10431,0.091767,0.098789
0.902302,1.092296,1.100796,1.061757,0.82604,0.943707,0.951751,0.909513,0.559813,0.525549,0.564895,0.612272,0.476016,0.489009,0.45326,0.412741,0.078056,0.051208,0.054409,0.047197,0.237157,0.103457,0.091252,0.09781
0.899289,1.089209,1.097717,1.058641,0.830962,0.951258,0.959549,0.917294,0.559759,0.525639,0.564994,0.612321,0.476067,0.48831,0.452514,0.411954,0.078383,0.051216,0.05435,0.047143,0.233875,0.102478,0.090614,0.096675
0.896285,1.086118,1.094636,1.055523,0.836028,0.958987,0.967519,0.925243,0.559706,0.52573,0.565092,0.61237,0.4761,0.487603,0.451759,0.411168,0.078725,0.051224,0.054292,0.047089,0.230364,0.101378,0.089859,0.095394
0.893286,1.083023,1.091552,1.052404,0.841241,0.966882,0.975651,0.933351,0.559657,0.525821,0.565188,0.612418,0.476118,0.486891,0.450996,0.410384,0.079079,0.051231,0.054235,0.047034,0.226639,0.100163,0.088996,0.093976
0.890291,1.079923,1.088467,1.049282,0.846607,0.97493,0.983931,0.941609,0.559613,0.525911,0.565281,0.612465,0.476124,0.486177,0.45023,0.409604,0.079445,0.051238,0.054179,0.04698,0.222717,0.09884,0.088032,0.092433
0.8873,1.076818,1.08538,1.046158,0.852129,0.983121,0.992347,0.950009,0.559575,0.525999,0.565372,0.612512,0.476119,0.485465,0.449466,0.408833,0.079823,0.051243,0.054125,0.046926,0.218616,0.097419,0.086974,0.090776
0.884313,1.073708,1.082292,1.043033,0.857813,0.991446,1.000888,0.958544,0.559546,0.526083,0.56546,0.612557,0.476105,0.484757,0.448711,0.408072,0.08021,0.051248,0.054073,0.046873,0.214355,0.095911,0.085832,0.089019
0.881333,1.070594,1.079202,1.039905,0.863664,0.999898,1.009542,0.967205,0.559525,0.526164,0.565545,0.612601,0.476081,0.484058,0.44797,0.407324,0.080604,0.051252,0.054023,0.046822,0.209953,0.094331,0.084616,0.087172
0.878358,1.067474,1.076112,1.036776,0.869685,1.008468,1.018301,0.975987,0.559513,0.526241,0.565629,0.612643,0.476046,0.48337,0.44725,0.406594,0.081003,0.051254,0.053976,0.046772,0.205432,0.092691,0.083338,0.085251
0.875391,1.064349,1.07302,1.033647,0.875877,1.017151,1.027158,0.984882,0.55951,0.526312,0.565711,0.612682,0.475995,0.482697,0.446554,0.405885,0.081405,0.051255,0.053932,0.046726,0.200812,0.091009,0.08201,0.083266
0.872429,1.061219,1.069927,1.030519,0.882241,1.025938,1.036104,0.993882,0.559513,0.526379,0.565792,0.61272,0.475926,0.482045,0.445887,0.405199,0.081806,0.051255,0.053891,0.046683,0.196116,0.089298,0.080645,0.081231
0.869472,1.058084,1.066833,1.027393,0.888775,1.034822,1.045134,1.002982,0.559522,0.526441,0.565872,0.612754,0.475831,0.481418,0.445252,0.404541,0.082204,0.051253,0.053855,0.046644,0.191362,0.087577,0.079258,0.079158
0.866517,1.054945,1.063738,1.024269,0.895474,1.043794,1.05424,1.012173,0.559534,0.526498,0.56595,0.612786,0.475706,0.480821,0.444651,0.403913,0.082598,0.05125,0.053822,0.046609,0.186571,0.085859,0.077862,0.077059
0.86356,1.051803,1.060642,1.021147,0.902332,1.052844,1.063415,1.02145,0.559547,0.52655,0.566026,0.612815,0.475545,0.480261,0.444088,0.403319,0.082986,0.051247,0.053793,0.046579,0.18176,0.084162,0.076472,0.074948
0.860601,1.048662,1.057545,1.018029,0.909334,1.061962,1.072652,1.030803,0.559561,0.526597,0.566099,0.61284,0.475346,0.479744,0.443565,0.402764,0.083367,0.051243,0.053767,0.046553,0.176946,0.082502,0.075102,0.072836
0.857638,1.045522,1.054448,1.014912,0.916469,1.071137,1.081942,1.040226,0.559575,0.526639,0.566169,0.612862,0.475107,0.479277,0.443088,0.402251,0.083742,0.05124,0.053745,0.046531,0.172143,0.080893,0.073768,0.070739
0.85467,1.042385,1.05135,1.011796,0.923721,1.080359,1.091277,1.049711,0.559588,0.526677,0.566232,0.612879,0.474824,0.478866,0.442662,0.401787,0.08411,0.051239,0.053727,0.046513,0.167366,0.07935,0.072483,0.068669
0.851697,1.039254,1.048255,1.008679,0.931078,1.089614,1.100646,1.059249,0.559599,0.526709,0.566289,0.612891,0.474496,0.478518,0.442293,0.401376,0.084469,0.051239,0.053711,0.046498,0.162629,0.077887,0.071264,0.066643
0.848717,1.036125,1.04516,1.005561,0.938526,1.098889,1.11004,1.068831,0.559606,0.526735,0.566337,0.612897,0.47412,0.478235,0.441987,0.401023,0.08482,0.051239,0.053698,0.046486,0.157946,0.076517,0.070124,0.064677
0.845732,1.032999,1.042067,1.002438,0.946052,1.108168,1.119448,1.078449,0.55961,0.526751,0.566374,0.612898,0.473698,0.478021,0.44175,0.400734,0.085163,0.051239,0.053686,0.046475,0.153331,0.075251,0.069081,0.062788
0.84274,1.029876,1.038972,0.999311,0.953645,1.117436,1.128861,1.088093,0.559608,0.526759,0.566398,0.612892,0.47323,0.477876,0.441587,0.400511,0.085497,0.051238,0.053672,0.046465,0.148796,0.074101,0.068148,0.060994
0.839742,1.026758,1.035874,0.996177,0.961295,1.126679,1.138266,1.097755,0.5596,0.52676,0.566406,0.612881,0.472719,0.477802,0.441502,0.400357,0.085821,0.051236,0.053654,0.046454,0.144353,0.073078,0.067342,0.059313
0.836738,1.023647,1.032769,0.993036,0.968992,1.135885,1.147655,1.107428,0.559587,0.526755,0.566397,0.612866,0.472169,0.477797,0.441496,0.400271,0.086137,0.051234,0.053626,0.046442,0.140011,0.072194,0.066678,0.057764
0.833727,1.020545,1.029656,0.989888,0.976729,1.145041,1.157015,1.117101,0.559566,0.526747,0.56637,0.612846,0.471584,0.477859,0.441569,0.400252,0.086444,0.051231,0.053589,0.046429,0.135778,0.071458,0.06617,0.056364
0.830711,1.017453,1.026535,0.986734,0.984496,1.154137,1.166337,1.126764,0.55954,0.526738,0.56633,0.612824,0.470969,0.477987,0.441719,0.400298,0.086743,0.051226,0.053542,0.046414,0.131663,0.07088,0.065829,0.055127
0.827689,1.014368,1.023406,0.983575,0.992287,1.163163,1.175608,1.136407,0.559509,0.526729,0.56628,0.6128,0.470329,0.478175,0.441943,0.400405,0.087035,0.05122,0.053486,0.046397,0.127672,0.070467,0.065667,0.054066
0.824662,1.01129,1.020273,0.980415,1.000091,1.172109,1.184819,1.146018,0.559474,0.526722,0.566227,0.612776,0.469669,0.47842,0.442233,0.400568,0.087321,0.051211,0.053426,0.04638,0.123809,0.070227,0.06569,0.053192
0.821632,1.008216,1.017137,0.977254,1.007899,1.180965,1.193955,1.155585,0.559435,0.526718,0.566176,0.612754,0.468997,0.478714,0.442583,0.400782,0.087602,0.0512,0.053363,0.046361,0.120079,0.070164,0.065905,0.052512
0.818599,1.005144,1.014002,0.974095,1.0157,1.189723,1.203007,1.165094,0.559396,0.52672,0.566131,0.612736,0.468319,0.479052,0.442985,0.40104,0.087879,0.051188,0.053299,0.046342,0.116488,0.07028,0.066314,0.052033
0.815563,1.002074,1.010868,0.970941,1.023486,1.198375,1.211959,1.174532,0.559356,0.526727,0.566094,0.612724,0.467643,0.479425,0.44343,0.401335,0.088155,0.051173,0.053236,0.046323,0.11304,0.070576,0.066919,0.051759
0.812527,0.999002,1.007737,0.967793,1.031244,1.206912,1.2208,1.183885,0.559317,0.52674,0.566066,0.612719,0.466975,0.479825,0.443908,0.401657,0.08843,0.051156,0.053174,0.046304,0.109738,0.071053,0.067717,0.05169
0.80949,0.99593,1.004609,0.964653,1.038965,1.215325,1.229515,1.193139,0.559281,0.526759,0.566049,0.612722,0.466324,0.480244,0.444409,0.401997,0.088705,0.051137,0.053115,0.046287,0.106588,0.071707,0.068704,0.051827
0.806454,0.992856,1.001485,0.961523,1.046639,1.223607,1.238092,1.202277,0.559247,0.526784,0.566044,0.612734,0.465697,0.480672,0.444923,0.402346,0.088982,0.051117,0.053059,0.04627,0.103594,0.072535,0.069874,0.052165
0.80342,0.98978,0.998366,0.958401,1.054253,1.231746,1.246516,1.211284,0.559218,0.526814,0.566048,0.612756,0.465102,0.481101,0.445439,0.402697,0.089263,0.051096,0.053005,0.046256,0.10076,0.073533,0.071219,0.0527
0.800387,0.986702,0.995252,0.95529,1.061795,1.239735,1.254773,1.220141,0.559193,0.526849,0.566063,0.612786,0.464545,0.481523,0.445946,0.403041,0.089548,0.051074,0.052954,0.046245,0.098088,0.074693,0.072733,0.053425
0.797358,0.983622,0.992142,0.952189,1.069252,1.247563,1.26285,1.22883,0.559174,0.526888,0.566087,0.612824,0.464031,0.48193,0.446435,0.403372,0.089839,0.051052,0.052906,0.046237,0.09558,0.076009,0.074403,0.05433
0.794332,0.980539,0.989037,0.949097,1.076609,1.255219,1.270731,1.237329,0.559161,0.526929,0.566117,0.612871,0.463565,0.482316,0.446896,0.403684,0.090139,0.05103,0.05286,0.046233,0.093235,0.07747,0.076221,0.055406
0.791309,0.977452,0.985934,0.946013,1.083852,1.262692,1.278403,1.24562,0.559154,0.526973,0.566154,0.612925,0.463154,0.482675,0.447323,0.403975,0.090447,0.05101,0.052815,0.046234,0.091054,0.079068,0.078174,0.056638
0.788292,0.974363,0.982833,0.942935,1.090964,1.269969,1.285849,1.253681,0.559152,0.527018,0.566195,0.612985,0.462803,0.483003,0.44771,0.40424,0.090765,0.05099,0.052773,0.046237,0.089033,0.080791,0.080247,0.058012
0.785279,0.97127,0.979734,0.939861,1.097929,1.277038,1.293054,1.261491,0.559158,0.527064,0.566238,0.613048,0.462519,0.483296,0.448052,0.404479,0.091093,0.050973,0.052732,0.046242,0.087168,0.082626,0.082426,0.059511
0.782272,0.968176,0.976636,0.936788,1.104728,1.283882,1.300002,1.269029,0.55917,0.527111,0.566283,0.613112,0.462305,0.483553,0.448348,0.404692,0.091434,0.050958,0.052692,0.046248,0.085456,0.084558,0.084691,0.061118
0.77927,0.965079,0.973538,0.933716,1.111342,1.290487,1.306676,1.276274,0.55919,0.527158,0.566329,0.613177,0.462168,0.483772,0.448595,0.404879,0.091786,0.050946,0.052653,0.046252,0.08389,0.086572,0.087025,0.062811
0.776276,0.961982,0.970441,0.930642,1.117751,1.296832,1.313061,1.283208,0.559218,0.527207,0.566375,0.613241,0.46211,0.483953,0.448796,0.405043,0.092151,0.050937,0.052615,0.046255,0.08246,0.08865,0.089406,0.064569
0.773287,0.958885,0.967344,0.927566,1.123931,1.302901,1.319139,1.289809,0.559254,0.527257,0.566422,0.613304,0.462136,0.484096,0.44895,0.405187,0.092529,0.050933,0.052577,0.046254,0.081158,0.090772,0.091813,0.06637
0.770306,0.955787,0.964247,0.924487,1.12986,1.308672,1.324894,1.296058,0.559299,0.527308,0.566468,0.613365,0.462246,0.484204,0.449062,0.405314,0.092919,0.050933,0.052538,0.046251,0.079973,0.092916,0.094223,0.068189
0.767331,0.952691,0.961151,0.921405,1.135512,1.314126,1.330309,1.301936,0.559356,0.527361,0.566514,0.613425,0.462439,0.484281,0.449136,0.405429,0.093323,0.050938,0.0525,0.046243,0.078893,0.09506,0.09661,0.070001
0.764363,0.949596,0.958054,0.918319,1.14086,1.319241,1.335363,1.307425,0.559424,0.527416,0.56656,0.613484,0.462712,0.484331,0.449178,0.405536,0.093738,0.05095,0.05246,0.046231,0.077906,0.097178,0.098949,0.07178
0.761402,0.946503,0.954957,0.915229,1.145877,1.323997,1.34004,1.312507,0.559506,0.527473,0.566607,0.613544,0.46306,0.484363,0.449197,0.405641,0.094166,0.050968,0.05242,0.046213,0.076999,0.099242,0.101211,0.073498
0.758448,0.943412,0.951861,0.912136,1.150537,1.328371,1.344321,1.317163,0.559605,0.527534,0.566656,0.613606,0.463475,0.484382,0.449201,0.405749,0.094605,0.050993,0.052379,0.046188,0.07616,0.101223,0.103366,0.075131
0.755499,0.940322,0.948764,0.909038,1.154811,1.332345,1.348192,1.321378,0.55972,0.527598,0.566707,0.613671,0.463948,0.484397,0.449199,0.405866,0.095056,0.051026,0.052337,0.046157,0.075379,0.103092,0.105387,0.07665
0.752558,0.937235,0.945666,0.905937,1.158672,1.335901,1.351637,1.325138,0.559856,0.527667,0.566761,0.613741,0.464468,0.484418,0.449202,0.405997,0.095517,0.051067,0.052293,0.046117,0.074643,0.104818,0.107242,0.078031
0.749622,0.934148,0.942568,0.902831,1.162098,1.339022,1.354646,1.328429,0.560013,0.527742,0.56682,0.613817,0.465023,0.484453,0.449218,0.406146,0.095989,0.051116,0.052248,0.046069,0.073945,0.106372,0.108904,0.07925
0.746693,0.931063,0.93947,0.899723,1.165066,1.341697,1.357211,1.331244,0.560194,0.527822,0.566885,0.613899,0.465599,0.484512,0.449259,0.406318,0.096471,0.051174,0.052201,0.046012,0.073278,0.107724,0.110345,0.080284
0.743771,0.927979,0.936372,0.89661,1.167558,1.343916,1.359326,1.333575,0.5604,0.527909,0.566956,0.613988,0.466185,0.484603,0.449333,0.406517,0.096964,0.05124,0.052153,0.045945,0.072635,0.108847,0.111539,0.081113
0.740856,0.924895,0.933272,0.893495,1.169565,1.345677,1.360991,1.335421,0.560631,0.528004,0.567035,0.614084,0.466768,0.484734,0.449449,0.406748,0.097467,0.051314,0.052102,0.04587,0.072014,0.109717,0.112464,0.081721
0.737949,0.921812,0.930173,0.890377,1.171079,1.346979,1.362211,1.336787,0.560889,0.528108,0.567122,0.614188,0.467338,0.484913,0.449614,0.407013,0.097982,0.051396,0.05205,0.045786,0.071414,0.110315,0.1131,0.082095
0.735051,0.918729,0.927073,0.887257,1.172103,1.347832,1.362998,1.337681,0.561173,0.52822,0.567218,0.6143,0.467887,0.485146,0.449835,0.407316,0.09851,0.051484,0.051997,0.045693,0.070836,0.110624,0.113434,0.082225
0.732162,0.915647,0.923973,0.884134,1.172649,1.348251,1.363368,1.33812,0.561481,0.52834,0.567323,0.61442,0.46841,0.485438,0.450117,0.407657,0.099053,0.051578,0.051943,0.045592,0.070286,0.110637,0.113459,0.08211
0.729285,0.912565,0.920874,0.88101,1.172734,1.348257,1.363342,1.338125,0.561811,0.528469,0.567436,0.614549,0.468903,0.485791,0.450462,0.40804,0.099614,0.051675,0.051888,0.045484,0.069767,0.110352,0.113173,0.081751
0.72642,0.909484,0.917775,0.877884,1.172388,1.347878,1.362951,1.337724,0.562162,0.528605,0.567558,0.614686,0.469365,0.486206,0.450872,0.408463,0.100194,0.051776,0.051833,0.045369,0.069289,0.109775,0.112584,0.081156
0.723572,0.906406,0.914678,0.874759,1.171646,1.347149,1.362226,1.336952,0.56253,0.528748,0.567686,0.614829,0.469799,0.486683,0.451346,0.408926,0.100798,0.051878,0.051779,0.045249,0.068859,0.108918,0.111704,0.080339
0.720741,0.903331,0.911583,0.871633,1.17055,1.346109,1.361206,1.335848,0.562911,0.528895,0.567821,0.614977,0.470206,0.487218,0.451879,0.409427,0.101429,0.051981,0.051724,0.045125,0.068486,0.107799,0.110552,0.079318
0.71793,0.900259,0.908491,0.868509,1.169148,1.344801,1.359931,1.334454,0.563302,0.529046,0.56796,0.615128,0.47059,0.487807,0.452469,0.409962,0.102091,0.052082,0.05167,0.045,0.068179,0.106443,0.109155,0.078115
0.715142,0.897192,0.905403,0.865387,1.167489,1.343268,1.358443,1.332813,0.563698,0.529198,0.568103,0.615279,0.470954,0.488444,0.453107,0.410529,0.102788,0.052181,0.051617,0.044876,0.067944,0.104877,0.10754,0.076756
0.712381,0.89413,0.902319,0.86227,1.165624,1.341556,1.356786,1.330972,0.564097,0.52935,0.568248,0.615429,0.471302,0.48912,0.453787,0.411119,0.103523,0.052275,0.051564,0.044754,0.067788,0.103131,0.105738,0.075267
0.709649,0.891075,0.89924,0.859158,1.1636,1.339705,1.354997,1.328971,0.564493,0.529499,0.568395,0.615576,0.471635,0.489828,0.454499,0.411728,0.104302,0.052364,0.051513,0.044636,0.067713,0.101235,0.10378,0.073673
0.706949,0.888027,0.896168,0.856055,1.161459,1.337752,1.353114,1.326849,0.564885,0.529645,0.568541,0.615717,0.471955,0.490554,0.455231,0.412347,0.105128,0.052448,0.051462,0.044524,0.067717,0.099219,0.101694,0.071998
0.704285,0.884987,0.893101,0.852963,1.159239,1.335728,1.351163,1.324638,0.565269,0.529786,0.568686,0.615853,0.472261,0.491288,0.455972,0.412967,0.106005,0.052523,0.051411,0.044421,0.067797,0.097111,0.099511,0.070267
0.701659,0.881956,0.89004,0.849883,1.156966,1.333655,1.349169,1.322364,0.565644,0.529922,0.568829,0.615981,0.472551,0.492018,0.456708,0.413578,0.106936,0.052591,0.051361,0.044329,0.067948,0.094939,0.097258,0.068497
0.699076,0.878935,0.886987,0.846818,1.154661,1.33155,1.347147,1.320044,0.566007,0.53005,0.568968,0.616102,0.472823,0.492731,0.457427,0.41417,0.107926,0.05265,0.051311,0.044248,0.06816,0.092728,0.094959,0.06671
0.696539,0.875924,0.883941,0.84377,1.152339,1.329424,1.345106,1.317693,0.566356,0.530171,0.569102,0.616216,0.473076,0.493415,0.458117,0.414733,0.108978,0.0527,0.051261,0.04418,0.068425,0.090504,0.092641,0.064923
0.694052,0.872924,0.880903,0.840741,1.150006,1.327283,1.343051,1.315318,0.566692,0.530285,0.569232,0.616323,0.473306,0.49406,0.458766,0.415258,0.110095,0.052741,0.05121,0.044127,0.068733,0.088291,0.090326,0.063153
0.691619,0.869936,0.877875,0.837732,1.147665,1.325127,1.340981,1.312923,0.567011,0.530391,0.569356,0.616421,0.473512,0.494658,0.459367,0.415738,0.11128,0.052773,0.051158,0.044089,0.069076,0.086111,0.088036,0.061418
0.689244,0.86696,0.874857,0.834745,1.145315,1.322956,1.338893,1.310509,0.567316,0.530488,0.569473,0.616511,0.473693,0.495201,0.459914,0.416166,0.112537,0.052795,0.051104,0.044067,0.069442,0.083984,0.085791,0.059732
0.686932,0.863997,0.87185,0.831782,1.142954,1.320766,1.336783,1.308074,0.567605,0.530578,0.569584,0.616593,0.473848,0.495687,0.460403,0.41654,0.113869,0.052808,0.051049,0.044062,0.069825,0.081928,0.083609,0.058111
0.684687,0.861049,0.868857,0.828845,1.140574,1.31855,1.334642,1.305616,0.567878,0.53066,0.569687,0.616667,0.473978,0.496114,0.460835,0.416858,0.115279,0.052813,0.050992,0.044075,0.070215,0.079958,0.081506,0.056566
